filter,Lambda,HJD,flux,eflux,mag,emag,telescopeID
u,3471,56780.48978,2.4177e-14,6.1525e-17,13.9308,0.0028,1
u,3471,56780.80668,2.2426e-14,1.7734e-15,14.0125,0.0859,2
u,3471,56781.77199,2.3784e-14,1.6667e-15,13.9486,0.0761,2
u,3471,56784.43632,2.3946e-14,6.0840e-17,13.9413,0.0028,1
u,3471,56785.47099,2.4275e-14,6.2609e-17,13.9264,0.0028,1
u,3471,56786.47789,2.3891e-14,6.8493e-17,13.9438,0.0031,1
u,3471,56787.39889,2.3515e-14,6.6317e-17,13.9610,0.0031,1
u,3471,56794.45879,2.3095e-14,5.8448e-17,13.9805,0.0027,1
u,3471,56795.44080,2.2944e-14,5.8571e-17,13.9877,0.0028,1
u,3471,56796.44321,2.2966e-14,6.3198e-17,13.9866,0.0030,1
u,3471,56797.44590,2.3738e-14,6.0680e-17,13.9507,0.0028,1
u,3471,56799.43571,2.3687e-14,5.7405e-17,13.9531,0.0026,1
u,3471,56800.43810,2.3444e-14,5.7183e-17,13.9643,0.0026,1
u,3471,56801.42262,2.3554e-14,5.8702e-17,13.9592,0.0027,1
u,3471,56802.43215,2.3802e-14,6.2708e-17,13.9478,0.0029,1
u,3471,56803.43584,2.3250e-14,6.2057e-17,13.9733,0.0029,1
u,3471,56805.45570,2.3441e-14,5.6428e-17,13.9644,0.0026,1
u,3471,56807.43068,2.3017e-14,6.4661e-17,13.9842,0.0031,1
u,3471,56808.41017,2.3826e-14,5.9285e-17,13.9467,0.0027,1
u,3471,56809.42509,2.3862e-14,6.2312e-17,13.9451,0.0028,1
u,3471,56810.42613,2.3786e-14,5.9799e-17,13.9485,0.0027,1
u,3471,56811.41491,2.3895e-14,5.8996e-17,13.9436,0.0027,1
u,3471,56812.42491,2.4643e-14,5.9413e-17,13.9101,0.0026,1
u,3471,56813.39784,2.4209e-14,5.8353e-17,13.9294,0.0026,1
u,3471,56814.45105,2.4687e-14,5.9653e-17,13.9082,0.0026,1
u,3471,56815.39866,2.4779e-14,6.1047e-17,13.9041,0.0027,1
u,3471,56816.40563,2.4829e-14,6.5244e-17,13.9019,0.0029,1
u,3471,56817.40567,2.5263e-14,6.4339e-17,13.8831,0.0028,1
u,3471,56818.41048,2.6172e-14,6.0593e-17,13.8448,0.0025,1
u,3471,56819.41057,2.6952e-14,6.2181e-17,13.8129,0.0025,1
u,3471,56822.39121,2.6553e-14,6.4630e-17,13.8291,0.0026,1
u,3471,56823.40216,2.6752e-14,6.5362e-17,13.8210,0.0027,1
u,3471,56825.40992,2.6878e-14,6.6918e-17,13.8159,0.0027,1
u,3471,56826.28286,2.4821e-14,5.8906e-16,13.9023,0.0258,3
u,3471,56826.38771,2.5315e-14,6.9938e-17,13.8809,0.0030,1
u,3471,56827.39248,2.4980e-14,6.4606e-17,13.8954,0.0028,1
u,3471,56828.39482,2.5210e-14,5.9082e-17,13.8854,0.0025,1
u,3471,56829.21472,2.6081e-14,8.0286e-16,13.8485,0.0334,3
u,3471,56829.40465,2.4573e-14,6.1493e-17,13.9132,0.0027,1
u,3471,56830.39740,2.4421e-14,5.9538e-17,13.9199,0.0026,1
u,3471,56832.43166,2.4431e-14,6.0309e-17,13.9195,0.0027,1
u,3471,56833.39302,2.4515e-14,6.0598e-17,13.9158,0.0027,1
u,3471,56834.38758,2.4471e-14,6.1341e-17,13.9177,0.0027,1
u,3471,56835.38907,2.4178e-14,6.3638e-17,13.9308,0.0029,1
u,3471,56839.32447,2.3537e-14,3.5948e-16,13.9600,0.0166,3
u,3471,56841.40694,2.4217e-14,6.4234e-17,13.9290,0.0029,1
u,3471,56843.38678,2.3533e-14,6.3614e-17,13.9601,0.0029,1
u,3471,56845.40612,2.3291e-14,6.2597e-17,13.9714,0.0029,1
u,3471,56847.39677,2.2276e-14,6.7848e-17,14.0197,0.0033,1
u,3471,56858.38334,2.2153e-14,6.5436e-17,14.0258,0.0032,1
u,3471,56860.38227,2.1712e-14,7.0403e-17,14.0476,0.0035,1
u,3471,56861.38130,2.2287e-14,6.1222e-17,14.0192,0.0030,1
u,3471,56862.38184,2.0584e-14,6.0925e-17,14.1055,0.0032,1
u,3471,56863.38026,2.1421e-14,5.9222e-17,14.0622,0.0030,1
u,3471,56864.38028,2.1867e-14,6.8518e-17,14.0399,0.0034,1
u,3471,56865.37923,2.2342e-14,6.8264e-17,14.0165,0.0033,1
Swiftb,4392,56690.42805,1.4100e-14,3.5200e-16,14.0058,0.0271,-1
Swiftb,4392,56698.36233,1.4900e-14,3.4700e-16,13.9459,0.0253,-1
Swiftb,4392,56699.56436,1.5100e-14,3.6900e-16,13.9314,0.0265,-1
Swiftb,4392,56702.41844,1.5000e-14,3.7300e-16,13.9386,0.0270,-1
Swiftb,4392,56706.48853,1.4600e-14,3.5900e-16,13.9680,0.0267,-1
Swiftb,4392,56708.22956,1.4600e-14,3.5400e-16,13.9680,0.0263,-1
Swiftb,4392,56709.56558,1.4000e-14,4.4700e-16,14.0135,0.0347,-1
Swiftb,4392,56710.10759,1.4700e-14,4.0800e-16,13.9605,0.0301,-1
Swiftb,4392,56710.16959,1.4000e-14,3.9800e-16,14.0135,0.0309,-1
Swiftb,4392,56710.63859,1.4200e-14,3.8800e-16,13.9981,0.0297,-1
Swiftb,4392,56711.02460,1.4700e-14,4.1900e-16,13.9605,0.0309,-1
Swiftb,4392,56711.35960,1.4000e-14,4.2500e-16,14.0135,0.0330,-1
Swiftb,4392,56712.09461,1.3600e-14,3.7100e-16,14.0450,0.0296,-1
Swiftb,4392,56713.22962,1.4100e-14,4.0300e-16,14.0058,0.0310,-1
Swiftb,4392,56713.51263,1.3600e-14,3.8200e-16,14.0450,0.0305,-1
Swiftb,4392,56713.96063,1.3600e-14,3.9600e-16,14.0450,0.0316,-1
Swiftb,4392,56714.22663,1.4400e-14,3.9900e-16,13.9829,0.0301,-1
Swiftb,4392,56714.51163,1.4100e-14,4.0600e-16,14.0058,0.0313,-1
Swiftb,4392,56715.04364,1.3800e-14,3.9600e-16,14.0291,0.0312,-1
Swiftb,4392,56715.64364,1.3500e-14,3.8600e-16,14.0530,0.0310,-1
Swiftb,4392,56717.04065,1.3300e-14,3.7800e-16,14.0692,0.0309,-1
Swiftb,4392,56718.36866,1.2800e-14,3.4100e-16,14.1108,0.0289,-1
Swiftb,4392,56718.63866,1.2400e-14,3.5900e-16,14.1453,0.0314,-1
Swiftb,4392,56719.71166,1.3200e-14,3.5900e-16,14.0774,0.0295,-1
Swiftb,4392,56720.10166,1.2900e-14,3.8700e-16,14.1024,0.0326,-1
Swiftb,4392,56720.37766,1.2900e-14,3.4200e-16,14.1024,0.0288,-1
Swiftb,4392,56720.63966,1.2700e-14,3.6900e-16,14.1193,0.0315,-1
Swiftb,4392,56720.96866,1.2800e-14,3.4900e-16,14.1108,0.0296,-1
Swiftb,4392,56721.38166,1.2100e-14,3.2700e-16,14.1719,0.0293,-1
Swiftb,4392,56721.57066,1.2300e-14,3.5700e-16,14.1541,0.0315,-1
Swiftb,4392,56722.37166,1.2100e-14,3.3200e-16,14.1719,0.0298,-1
Swiftb,4392,56722.84466,1.2100e-14,3.5400e-16,14.1719,0.0318,-1
Swiftb,4392,56723.11365,1.1900e-14,3.3800e-16,14.1900,0.0308,-1
Swiftb,4392,56723.44465,1.2500e-14,3.4300e-16,14.1366,0.0298,-1
Swiftb,4392,56723.89565,1.1600e-14,3.3200e-16,14.2177,0.0311,-1
Swiftb,4392,56724.44965,1.1900e-14,3.3000e-16,14.1900,0.0301,-1
Swiftb,4392,56724.56965,1.2100e-14,3.4700e-16,14.1719,0.0311,-1
Swiftb,4392,56724.82965,1.1600e-14,3.4300e-16,14.2177,0.0321,-1
Swiftb,4392,56725.16864,1.1700e-14,3.3600e-16,14.2084,0.0312,-1
Swiftb,4392,56725.29664,1.1700e-14,3.3300e-16,14.2084,0.0309,-1
Swiftb,4392,56725.63964,1.1900e-14,3.4200e-16,14.1900,0.0312,-1
Swiftb,4392,56726.02964,1.1800e-14,3.6700e-16,14.1991,0.0338,-1
Swiftb,4392,56726.31164,1.1800e-14,3.1300e-16,14.1991,0.0288,-1
Swiftb,4392,56727.03063,1.2342e-14,2.5186e-16,14.1503,0.0222,-1
Swiftb,4392,56727.31063,1.2100e-14,3.1500e-16,14.1719,0.0283,-1
Swiftb,4392,56727.51263,1.1600e-14,3.4300e-16,14.2177,0.0321,-1
Swiftb,4392,56727.84662,1.2300e-14,3.4600e-16,14.1541,0.0305,-1
Swiftb,4392,56728.58162,1.2600e-14,3.4600e-16,14.1279,0.0298,-1
Swiftb,4392,56728.84661,1.2600e-14,3.3800e-16,14.1279,0.0291,-1
Swiftb,4392,56729.64360,1.2000e-14,3.3600e-16,14.1809,0.0304,-1
Swiftb,4392,56730.03760,1.1800e-14,3.4000e-16,14.1991,0.0313,-1
Swiftb,4392,56730.37459,1.2200e-14,3.2900e-16,14.1629,0.0293,-1
Swiftb,4392,56730.63459,1.2200e-14,3.2600e-16,14.1629,0.0290,-1
Swiftb,4392,56730.96459,1.2100e-14,3.2500e-16,14.1719,0.0292,-1
Swiftb,4392,56731.36758,1.2200e-14,3.1700e-16,14.1629,0.0282,-1
Swiftb,4392,56731.63258,1.1800e-14,3.2100e-16,14.1991,0.0295,-1
Swiftb,4392,56732.04757,1.2200e-14,3.3500e-16,14.1629,0.0298,-1
Swiftb,4392,56732.37256,1.2400e-14,3.2400e-16,14.1453,0.0284,-1
Swiftb,4392,56732.71656,1.3000e-14,3.4800e-16,14.0940,0.0291,-1
Swiftb,4392,56732.98055,1.2200e-14,3.2700e-16,14.1629,0.0291,-1
Swiftb,4392,56733.23255,1.2600e-14,3.2800e-16,14.1279,0.0283,-1
Swiftb,4392,56733.57654,1.2300e-14,3.3300e-16,14.1541,0.0294,-1
Swiftb,4392,56733.97254,1.2400e-14,3.3200e-16,14.1453,0.0291,-1
Swiftb,4392,56734.23853,1.2200e-14,3.1000e-16,14.1629,0.0276,-1
Swiftb,4392,56734.51253,1.2700e-14,3.4900e-16,14.1193,0.0298,-1
Swiftb,4392,56734.89852,1.2500e-14,3.4800e-16,14.1366,0.0302,-1
Swiftb,4392,56735.29851,1.3200e-14,3.3700e-16,14.0774,0.0277,-1
Swiftb,4392,56735.63950,1.2400e-14,3.4000e-16,14.1453,0.0298,-1
Swiftb,4392,56736.29949,1.3300e-14,3.4700e-16,14.0692,0.0283,-1
Swiftb,4392,56736.56449,1.3400e-14,3.6800e-16,14.0611,0.0298,-1
Swiftb,4392,56736.89848,1.2900e-14,3.5700e-16,14.1024,0.0300,-1
Swiftb,4392,56737.51246,1.3800e-14,3.9700e-16,14.0291,0.0312,-1
Swiftb,4392,56737.89846,1.3400e-14,3.8900e-16,14.0611,0.0315,-1
Swiftb,4392,56738.23245,1.3500e-14,3.5600e-16,14.0530,0.0286,-1
Swiftb,4392,56738.51444,1.3800e-14,4.0500e-16,14.0291,0.0319,-1
Swiftb,4392,56738.89843,1.4300e-14,3.9800e-16,13.9905,0.0302,-1
Swiftb,4392,56739.23242,1.4300e-14,3.7600e-16,13.9905,0.0285,-1
Swiftb,4392,56739.58641,1.4100e-14,4.0600e-16,14.0058,0.0313,-1
Swiftb,4392,56739.98340,1.4800e-14,3.9600e-16,13.9532,0.0291,-1
Swiftb,4392,56740.31840,1.4900e-14,3.9400e-16,13.9459,0.0287,-1
Swiftb,4392,56740.51939,1.4400e-14,3.9300e-16,13.9829,0.0296,-1
Swiftb,4392,56740.91438,1.4900e-14,4.0800e-16,13.9459,0.0297,-1
Swiftb,4392,56741.31937,1.4400e-14,3.8900e-16,13.9829,0.0293,-1
Swiftb,4392,56741.51236,1.4500e-14,4.1400e-16,13.9754,0.0310,-1
Swiftb,4392,56741.89835,1.5300e-14,4.1400e-16,13.9171,0.0294,-1
Swiftb,4392,56742.23234,1.5200e-14,3.9900e-16,13.9242,0.0285,-1
Swiftb,4392,56742.71733,1.5000e-14,4.2900e-16,13.9386,0.0311,-1
Swiftb,4392,56742.96532,1.5200e-14,4.0800e-16,13.9242,0.0291,-1
Swiftb,4392,56743.37231,1.5300e-14,3.9900e-16,13.9171,0.0283,-1
Swiftb,4392,56743.51230,1.5100e-14,4.1600e-16,13.9314,0.0299,-1
Swiftb,4392,56744.44028,1.5908e-14,2.8132e-16,13.8748,0.0192,-1
Swiftb,4392,56744.51227,1.5500e-14,4.1400e-16,13.9030,0.0290,-1
Swiftb,4392,56745.37925,1.6500e-14,4.6400e-16,13.8351,0.0305,-1
Swiftb,4392,56745.58224,1.6000e-14,4.4300e-16,13.8685,0.0301,-1
Swiftb,4392,56745.90323,1.6100e-14,4.4600e-16,13.8618,0.0301,-1
Swiftb,4392,56746.24022,1.5700e-14,4.2100e-16,13.8891,0.0291,-1
Swiftb,4392,56746.57421,1.5600e-14,4.3600e-16,13.8960,0.0303,-1
Swiftb,4392,56746.89920,1.6000e-14,4.3500e-16,13.8685,0.0295,-1
Swiftb,4392,56747.69817,1.6200e-14,4.4000e-16,13.8550,0.0295,-1
Swiftb,4392,56748.03116,1.6400e-14,4.4500e-16,13.8417,0.0295,-1
Swiftb,4392,56748.51214,1.5900e-14,4.6600e-16,13.8753,0.0318,-1
Swiftb,4392,56749.09812,1.6100e-14,4.2600e-16,13.8618,0.0287,-1
Swiftb,4392,56749.37511,1.5800e-14,4.2200e-16,13.8822,0.0290,-1
Swiftb,4392,56749.51210,1.6500e-14,4.6600e-16,13.8351,0.0307,-1
Swiftb,4392,56750.45206,1.6600e-14,4.4100e-16,13.8286,0.0288,-1
Swiftb,4392,56750.57806,1.6300e-14,4.4800e-16,13.8484,0.0298,-1
Swiftb,4392,56751.56702,1.6000e-14,4.4600e-16,13.8685,0.0303,-1
Swiftb,4392,56752.03800,1.5800e-14,4.3700e-16,13.8822,0.0300,-1
Swiftb,4392,56752.63398,1.5700e-14,4.5100e-16,13.8891,0.0312,-1
Swiftb,4392,56753.03596,1.5700e-14,4.2700e-16,13.8891,0.0295,-1
Swiftb,4392,56753.36595,1.5000e-14,4.1000e-16,13.9386,0.0297,-1
Swiftb,4392,56753.70293,1.4700e-14,4.2500e-16,13.9605,0.0314,-1
Swiftb,4392,56753.91192,1.5200e-14,3.9800e-16,13.9242,0.0284,-1
Swiftb,4392,56754.16891,1.4900e-14,3.9800e-16,13.9459,0.0290,-1
Swiftb,4392,56754.36690,1.5300e-14,3.8400e-16,13.9171,0.0272,-1
Swiftb,4392,56755.04587,1.4500e-14,4.0400e-16,13.9754,0.0303,-1
Swiftb,4392,56755.36786,1.4700e-14,4.0200e-16,13.9605,0.0297,-1
Swiftb,4392,56755.51985,1.4500e-14,3.9600e-16,13.9754,0.0297,-1
Swiftb,4392,56756.09983,1.4100e-14,3.9300e-16,14.0058,0.0303,-1
Swiftb,4392,56756.30482,1.4400e-14,3.8700e-16,13.9829,0.0292,-1
Swiftb,4392,56756.77080,1.4600e-14,4.1000e-16,13.9680,0.0305,-1
Swiftb,4392,56757.30077,1.4600e-14,3.9400e-16,13.9680,0.0293,-1
Swiftb,4392,56757.51676,1.4300e-14,3.7800e-16,13.9905,0.0287,-1
Swiftb,4392,56757.98074,1.5100e-14,4.0100e-16,13.9314,0.0288,-1
Swiftb,4392,56758.31173,1.4600e-14,3.8700e-16,13.9680,0.0288,-1
Swiftb,4392,56758.51672,1.4900e-14,3.9100e-16,13.9459,0.0285,-1
Swiftb,4392,56758.96669,1.4000e-14,3.6700e-16,14.0135,0.0285,-1
Swiftb,4392,56759.23368,1.4300e-14,3.7600e-16,13.9905,0.0285,-1
Swiftb,4392,56759.83465,1.4900e-14,3.8900e-16,13.9459,0.0283,-1
Swiftb,4392,56759.96665,1.4000e-14,3.6900e-16,14.0135,0.0286,-1
Swiftb,4392,56760.30063,1.4300e-14,3.7400e-16,13.9905,0.0284,-1
Swiftb,4392,56761.04059,1.4200e-14,3.7500e-16,13.9981,0.0287,-1
Swiftb,4392,56761.83455,1.5000e-14,3.8300e-16,13.9386,0.0277,-1
Swiftb,4392,56762.04254,1.4800e-14,3.8800e-16,13.9532,0.0285,-1
Swiftb,4392,56762.30353,1.4500e-14,3.7400e-16,13.9754,0.0280,-1
Swiftb,4392,56762.83550,1.4300e-14,4.0900e-16,13.9905,0.0311,-1
Swiftb,4392,56763.04649,1.4300e-14,3.9100e-16,13.9905,0.0297,-1
Swiftb,4392,56763.37947,1.4200e-14,3.7900e-16,13.9981,0.0290,-1
Swiftb,4392,56763.51646,1.4100e-14,3.7400e-16,14.0058,0.0288,-1
Swiftb,4392,56764.03544,1.4700e-14,3.8000e-16,13.9605,0.0281,-1
Swiftb,4392,56764.38442,1.4900e-14,3.8900e-16,13.9459,0.0283,-1
Swiftb,4392,56764.76840,1.4200e-14,3.8600e-16,13.9981,0.0295,-1
Swiftb,4392,56765.11738,1.4400e-14,4.0600e-16,13.9829,0.0306,-1
Swiftb,4392,56765.70135,1.4900e-14,4.3100e-16,13.9459,0.0314,-1
Swiftb,4392,56766.10132,1.4500e-14,4.0600e-16,13.9754,0.0304,-1
Swiftb,4392,56766.38431,1.4100e-14,4.1800e-16,14.0058,0.0322,-1
Swiftb,4392,56766.72229,1.4600e-14,4.2000e-16,13.9680,0.0312,-1
Swiftb,4392,56767.38325,1.4900e-14,4.1400e-16,13.9459,0.0302,-1
Swiftb,4392,56768.44719,1.4500e-14,3.9000e-16,13.9754,0.0292,-1
Swiftb,4392,56769.38414,1.4700e-14,3.9500e-16,13.9605,0.0292,-1
Swiftb,4392,56770.51207,1.4700e-14,4.0800e-16,13.9605,0.0301,-1
Swiftb,4392,56770.84605,1.5100e-14,4.0700e-16,13.9314,0.0293,-1
Swiftb,4392,56771.17803,1.5000e-14,3.9700e-16,13.9386,0.0287,-1
Swiftb,4392,56774.72281,1.5600e-14,4.5800e-16,13.8960,0.0319,-1
Swiftb,4392,56774.92480,1.5100e-14,8.2200e-16,13.9314,0.0591,-1
Swiftb,4392,56775.57876,1.5200e-14,4.0600e-16,13.9242,0.0290,-1
Swiftb,4392,56776.03873,1.5300e-14,4.0700e-16,13.9171,0.0289,-1
Swiftb,4392,56776.23972,1.5300e-14,3.8700e-16,13.9171,0.0275,-1
Swiftb,4392,56776.97467,1.5800e-14,4.1400e-16,13.8822,0.0284,-1
Swiftb,4392,56777.37464,1.5600e-14,4.1200e-16,13.8960,0.0287,-1
Swiftb,4392,56777.52064,1.5000e-14,4.1900e-16,13.9386,0.0303,-1
Swiftb,4392,56778.58557,1.5200e-14,4.2000e-16,13.9242,0.0300,-1
Swiftb,4392,56779.37951,1.5600e-14,4.4200e-16,13.8960,0.0308,-1
Swiftb,4392,56779.85148,1.4800e-14,4.0100e-16,13.9532,0.0294,-1
Swiftb,4392,56780.25146,1.5100e-14,4.0900e-16,13.9314,0.0294,-1
Swiftb,4392,56780.52044,1.5800e-14,4.6000e-16,13.8822,0.0316,-1
Swiftb,4392,56780.58643,1.5700e-14,4.4700e-16,13.8891,0.0309,-1
Swiftb,4392,56782.09733,1.4600e-14,3.9700e-16,13.9680,0.0295,-1
Swiftb,4392,56782.30832,1.5400e-14,4.0200e-16,13.9100,0.0283,-1
Swiftb,4392,56782.70529,1.5200e-14,4.2000e-16,13.9242,0.0300,-1
Swiftb,4392,56782.97727,1.4900e-14,4.1300e-16,13.9459,0.0301,-1
Swiftb,4392,56783.36624,1.4900e-14,4.2300e-16,13.9459,0.0308,-1
Swiftb,4392,56783.56423,1.4800e-14,4.1400e-16,13.9532,0.0304,-1
Swiftb,4392,56783.96420,1.5700e-14,4.2500e-16,13.8891,0.0294,-1
Swiftb,4392,56785.04013,1.4900e-14,4.2200e-16,13.9459,0.0308,-1
Swiftb,4392,56785.56509,1.5100e-14,4.1800e-16,13.9314,0.0301,-1
Swiftb,4392,56786.36503,1.5600e-14,4.0900e-16,13.8960,0.0285,-1
Swiftb,4392,56786.97399,1.5400e-14,4.2400e-16,13.9100,0.0299,-1
Swiftb,4392,56787.30697,1.5300e-14,4.0300e-16,13.9171,0.0286,-1
Swiftb,4392,56787.71194,1.5000e-14,4.2300e-16,13.9386,0.0306,-1
Swiftb,4392,56787.98092,1.5400e-14,4.2500e-16,13.9100,0.0300,-1
Swiftb,4392,56788.30489,1.5300e-14,4.2400e-16,13.9171,0.0301,-1
Swiftb,4392,56789.04384,1.5200e-14,4.0300e-16,13.9242,0.0288,-1
Swiftb,4392,56789.30682,1.5200e-14,4.0000e-16,13.9242,0.0286,-1
Swiftb,4392,56789.64780,1.4800e-14,4.2600e-16,13.9532,0.0313,-1
Swiftb,4392,56789.96577,1.5300e-14,4.1300e-16,13.9171,0.0293,-1
Swiftb,4392,56790.63473,1.4600e-14,4.0300e-16,13.9680,0.0300,-1
Swiftb,4392,56791.03570,1.5200e-14,4.1900e-16,13.9242,0.0299,-1
Swiftb,4392,56791.63465,1.4800e-14,4.1600e-16,13.9532,0.0305,-1
Swiftb,4392,56791.96463,1.5300e-14,4.0600e-16,13.9171,0.0288,-1
Swiftb,4392,56792.36660,1.5500e-14,4.2700e-16,13.9030,0.0299,-1
Swiftb,4392,56792.50859,1.4700e-14,4.3700e-16,13.9605,0.0323,-1
Swiftb,4392,56792.84456,1.6300e-14,4.2500e-16,13.8484,0.0283,-1
Swiftb,4392,56793.84349,1.5300e-14,4.0100e-16,13.9171,0.0285,-1
Swiftb,4392,56794.24646,1.4900e-14,4.1900e-16,13.9459,0.0305,-1
Swiftb,4392,56794.69443,1.5100e-14,4.4700e-16,13.9314,0.0321,-1
Swiftb,4392,56795.36138,1.4800e-14,4.4000e-16,13.9532,0.0323,-1
Swiftb,4392,56795.89234,1.5000e-14,3.9600e-16,13.9386,0.0287,-1
Swiftb,4392,56796.89126,1.5200e-14,4.1100e-16,13.9242,0.0294,-1
Swiftb,4392,56797.22523,1.4900e-14,5.0300e-16,13.9459,0.0367,-1
Swiftb,4392,56798.50814,1.5700e-14,4.4400e-16,13.8891,0.0307,-1
Swiftb,4392,56798.89011,1.4700e-14,3.9600e-16,13.9605,0.0292,-1
Swiftb,4392,56799.22508,1.5000e-14,3.8000e-16,13.9386,0.0275,-1
Swiftb,4392,56799.56206,1.6100e-14,4.1200e-16,13.8618,0.0278,-1
Swiftb,4392,56800.02502,1.4800e-14,3.7600e-16,13.9532,0.0276,-1
Swiftb,4392,56800.36000,1.5200e-14,4.2200e-16,13.9242,0.0301,-1
Swiftb,4392,56800.82596,1.5300e-14,4.0000e-16,13.9171,0.0284,-1
Swiftb,4392,56801.09594,1.5200e-14,4.0100e-16,13.9242,0.0286,-1
Swiftb,4392,56802.09486,1.5400e-14,3.8100e-16,13.9100,0.0269,-1
Swiftb,4392,56802.62682,1.5500e-14,3.8500e-16,13.9030,0.0270,-1
Swiftb,4392,56802.88880,1.5600e-14,4.4900e-16,13.8960,0.0312,-1
Swiftb,4392,56803.62774,1.4900e-14,4.0000e-16,13.9459,0.0291,-1
Swiftb,4392,56804.22970,1.5700e-14,4.1600e-16,13.8891,0.0288,-1
Swiftb,4392,56805.08963,1.5200e-14,4.2500e-16,13.9242,0.0304,-1
Swiftb,4392,56805.97356,1.5400e-14,4.0100e-16,13.9100,0.0283,-1
Swiftb,4392,56806.36853,1.5200e-14,3.9600e-16,13.9242,0.0283,-1
Swiftb,4392,56806.88949,1.5400e-14,4.1000e-16,13.9100,0.0289,-1
Swiftb,4392,56807.22246,1.5600e-14,4.0600e-16,13.8960,0.0283,-1
Swiftb,4392,56807.88841,1.5300e-14,4.1000e-16,13.9171,0.0291,-1
Swiftb,4392,56808.55436,1.4700e-14,3.9300e-16,13.9605,0.0290,-1
Swiftb,4392,56808.88733,1.5500e-14,4.1500e-16,13.9030,0.0291,-1
Swiftb,4392,56809.22031,1.5200e-14,4.2600e-16,13.9242,0.0304,-1
Swiftb,4392,56809.88725,1.5900e-14,4.2500e-16,13.8753,0.0290,-1
Swiftb,4392,56810.22123,1.5800e-14,4.3500e-16,13.8822,0.0299,-1
Swiftb,4392,56810.55420,1.4900e-14,4.0200e-16,13.9459,0.0293,-1
Swiftb,4392,56810.88718,1.5800e-14,4.2300e-16,13.8822,0.0291,-1
Swiftb,4392,56811.22015,1.5200e-14,4.4900e-16,13.9242,0.0321,-1
Swiftb,4392,56811.75411,1.5200e-14,4.1700e-16,13.9242,0.0298,-1
Swiftb,4392,56812.02209,1.6300e-14,4.4900e-16,13.8484,0.0299,-1
Swiftb,4392,56812.37006,1.5800e-14,4.3600e-16,13.8822,0.0300,-1
Swiftb,4392,56812.55404,1.5500e-14,4.2300e-16,13.9030,0.0296,-1
Swiftb,4392,56812.88602,1.6000e-14,4.3900e-16,13.8685,0.0298,-1
Swiftb,4392,56813.22499,1.5600e-14,4.4300e-16,13.8960,0.0308,-1
Swiftb,4392,56813.55297,1.5600e-14,4.3200e-16,13.8960,0.0301,-1
Swiftb,4392,56813.97193,1.5900e-14,4.1400e-16,13.8753,0.0283,-1
Swiftb,4392,56814.36890,1.6100e-14,4.2000e-16,13.8618,0.0283,-1
Swiftb,4392,56814.55389,1.5800e-14,4.6000e-16,13.8822,0.0316,-1
Swiftb,4392,56814.62288,1.6100e-14,4.1100e-16,13.8618,0.0277,-1
Swiftb,4392,56815.69480,1.6000e-14,4.4200e-16,13.8685,0.0300,-1
Swiftb,4392,56815.95378,1.6200e-14,4.5800e-16,13.8550,0.0307,-1
Swiftb,4392,56816.22676,1.6100e-14,4.3900e-16,13.8618,0.0296,-1
Swiftb,4392,56817.62165,1.6700e-14,4.2500e-16,13.8220,0.0276,-1
Swiftb,4392,56818.08861,1.7100e-14,3.9800e-16,13.7963,0.0253,-1
Swiftb,4392,56818.23860,1.7200e-14,4.7100e-16,13.7900,0.0297,-1
Swiftb,4392,56818.70356,1.7800e-14,4.9800e-16,13.7528,0.0304,-1
Swiftb,4392,56818.95754,1.6600e-14,4.4000e-16,13.8286,0.0288,-1
Swiftb,4392,56819.69448,1.6500e-14,4.5700e-16,13.8351,0.0301,-1
Swiftb,4392,56820.22544,1.7200e-14,4.6800e-16,13.7900,0.0295,-1
Swiftb,4392,56820.57241,1.7900e-14,4.9000e-16,13.7467,0.0297,-1
Swiftb,4392,56820.63541,1.6900e-14,4.6700e-16,13.8091,0.0300,-1
Swiftb,4392,56820.68741,1.7300e-14,4.7000e-16,13.7837,0.0295,-1
Swiftb,4392,56821.90231,1.7100e-14,4.5300e-16,13.7963,0.0288,-1
Swiftb,4392,56822.36228,1.6700e-14,4.5500e-16,13.8220,0.0296,-1
Swiftb,4392,56823.15321,1.6600e-14,4.6800e-16,13.8286,0.0306,-1
Swiftb,4392,56823.29220,1.6700e-14,4.4400e-16,13.8220,0.0289,-1
Swiftb,4392,56824.61710,1.7300e-14,4.8600e-16,13.7837,0.0305,-1
Swiftb,4392,56825.36004,1.6500e-14,4.4900e-16,13.8351,0.0295,-1
Swiftb,4392,56825.54903,1.7800e-14,4.6900e-16,13.7528,0.0286,-1
Swiftb,4392,56825.95300,1.5900e-14,3.4800e-16,13.8753,0.0238,-1
Swiftb,4392,56826.42896,1.6500e-14,4.5900e-16,13.8351,0.0302,-1
Swiftb,4392,56826.76094,1.6400e-14,4.4800e-16,13.8417,0.0297,-1
Swiftb,4392,56827.03592,1.5900e-14,4.2300e-16,13.8753,0.0289,-1
Swiftb,4392,56827.42689,1.5800e-14,4.3400e-16,13.8822,0.0298,-1
Swiftb,4392,56827.88185,1.5700e-14,4.2100e-16,13.8891,0.0291,-1
Swiftb,4392,56828.14983,1.5900e-14,4.3500e-16,13.8753,0.0297,-1
Swiftb,4392,56828.42581,1.5700e-14,4.3100e-16,13.8891,0.0298,-1
Swiftb,4392,56828.55080,1.6100e-14,3.6800e-16,13.8618,0.0248,-1
