# 1 2 						
      0.00000      11.8346    0.0916311      11.8520    0.0920392
      1.00000      11.5171    0.0936466      11.6313    0.0921003
      2.00000      11.6853    0.0926701      11.6957    0.0921849
      3.00000      11.3192    0.0939709      11.9643    0.0922556
      4.00000      10.9107    0.0955774      11.7650    0.0923200
      5.00000      10.9479    0.0963704      11.6677    0.0924218
      6.00000      10.3560    0.0974515      11.6919    0.0925855
      7.00000      10.0256     0.100010      11.4352    0.0928581
      8.00000      9.32688     0.103079      11.2992    0.0932782
      9.00000      9.05533     0.105088      11.5295    0.0938539
      10.0000      9.92991     0.100283      11.2463    0.0946021
      11.0000      10.0773    0.0992539      11.0594    0.0955676
      12.0000      9.17007     0.106298      10.6793    0.0967491
      13.0000      8.20408     0.110395      10.5359    0.0979754
      14.0000      7.95304     0.112638      10.4494    0.0990027
      15.0000      7.89341     0.112803      10.1798    0.0998917
      16.0000      7.12456     0.118062      9.82090     0.100963
      17.0000      7.39933     0.116967      9.67732     0.102398
      18.0000      7.78264     0.112441      9.21345     0.104175
      19.0000      8.59596     0.106939      8.89971     0.106255
      20.0000      8.67170     0.107497      8.40992     0.108486
      21.0000      8.79939     0.106332      8.11483     0.110458
      22.0000      9.12812     0.105206      8.02438     0.111699
      23.0000      9.63422     0.101256      7.85372     0.112031
      24.0000      10.1258    0.0995095      8.04622     0.111624
      25.0000      10.8106    0.0964401      8.22570     0.110721
      26.0000      10.4907    0.0973379      8.39732     0.109430
      27.0000      9.81701     0.100341      8.49605     0.107793
      28.0000      10.6162    0.0974127      8.99748     0.105903
      29.0000      10.0543    0.0996875      9.23480     0.103994
      30.0000      9.70010     0.101472      9.57122     0.102361
      31.0000      9.68858     0.101708      9.89263     0.101116
      32.0000      9.52794     0.101676      9.92097     0.100224
      33.0000      10.5637    0.0975818      10.0250    0.0997054
      34.0000      9.78397     0.100777      9.97885    0.0995768
      35.0000      9.69834     0.101275      10.2150    0.0997341
      36.0000      9.98752     0.100783      9.81157    0.0999361
      37.0000      10.2229    0.0990209      10.0589     0.100024
      38.0000      10.6349    0.0968980      10.0366     0.100073
      39.0000      10.3095    0.0979626      9.88274     0.100169
      40.0000      10.8063    0.0951126      9.95001     0.100230
      41.0000      10.8576    0.0961898      9.93254     0.100073
      42.0000      11.0283    0.0948915      9.99264    0.0996499
      43.0000      11.3431    0.0944636      10.0456    0.0990311
      44.0000      10.9497    0.0950889      10.3528    0.0983430
      45.0000      11.6750    0.0927961      10.6239    0.0976712
      46.0000      11.7398    0.0918948      10.7173    0.0970350
      47.0000      12.0419    0.0910967      10.7174    0.0964282
      48.0000      12.5050    0.0893909      10.9092    0.0958243
      49.0000      12.1528    0.0901180      10.9749    0.0951958
      50.0000      13.2853    0.0876756      11.1911    0.0945360
      51.0000      13.2477    0.0868076      11.3143    0.0938218
      52.0000      13.2737    0.0869808      11.3308    0.0930511
      53.0000      13.4963    0.0860270      11.7891    0.0922236
      54.0000      13.8486    0.0842024      11.9225    0.0913311
      55.0000      14.0255    0.0843238      12.2608    0.0904313
      56.0000      13.2712    0.0862851      12.6589    0.0895612
      57.0000      12.4751    0.0891995      12.5011    0.0886908
      58.0000      12.5323    0.0892506      12.9242    0.0878315
      59.0000      12.8992    0.0885207      13.1266    0.0871161
      60.0000      13.1741    0.0867656      13.1069    0.0867194
      61.0000      13.4742    0.0859448      13.3905    0.0866953
      62.0000      13.5065    0.0856387      13.2695    0.0869285
      63.0000      13.1393    0.0873250      12.9646    0.0872221
      64.0000      13.0864    0.0872569      13.0376    0.0873939
      65.0000      12.4548    0.0895150      13.2114    0.0873804
      66.0000      11.8028    0.0929012      13.1223    0.0872719
      67.0000      11.2808    0.0932674      13.1650    0.0871945
      68.0000      11.3354    0.0933298      13.0233    0.0872570
      69.0000      11.5443    0.0926183      13.0323    0.0875581
      70.0000      11.4608    0.0928539      12.9517    0.0881508
      71.0000      11.4608    0.0938145      12.7212    0.0889497
      72.0000      10.8992    0.0960987      12.3569    0.0898112
      73.0000      10.5799    0.0971217      12.2781    0.0906132
      74.0000      9.82603    0.0997068      11.8600    0.0913149
      75.0000      10.0442    0.0990730      11.8620    0.0919961
      76.0000      9.92676     0.100064      11.5508    0.0927538
      77.0000      10.8805    0.0966226      11.2424    0.0936376
      78.0000      10.6242    0.0971202      11.2025    0.0946418
      79.0000      10.3367    0.0983389      10.7453    0.0956645
      80.0000      10.8152    0.0959204      10.7198    0.0965216
      81.0000      11.2386    0.0938642      10.5039    0.0970847
      82.0000      10.9800    0.0950364      10.5691    0.0973957
      83.0000      11.4681    0.0938408      10.5723    0.0975216
      84.0000      11.5389    0.0931532      10.4123    0.0974251
      85.0000      11.2253    0.0931785      10.7288    0.0970937
      86.0000      11.8083    0.0928413      10.7312    0.0965935
      87.0000      12.4067    0.0893181      10.8274    0.0959958
      88.0000      12.2196    0.0910494      10.8779    0.0953716
      89.0000      12.4784    0.0900115      11.0742    0.0948072
      90.0000      12.3620    0.0892570      11.4351    0.0942644
      91.0000      13.2934    0.0867932      11.3226    0.0936637
      92.0000      12.8009    0.0877081      11.5726    0.0930059
      93.0000      12.6074    0.0884435      11.5918    0.0923073
      94.0000      12.2475    0.0903075      11.7779    0.0915448
      95.0000      11.9577    0.0910858      12.1573    0.0907351
      96.0000      12.0627    0.0914462      12.5823    0.0899925
      97.0000      12.1484    0.0910205      12.5467    0.0894718
      98.0000      12.8625    0.0889425      12.5621    0.0892639
      99.0000      13.0945    0.0874881      12.3116    0.0893153
      100.000      12.9432    0.0883140      12.5800    0.0895089
      101.000      12.7515    0.0889059      12.5499    0.0897063
      102.000      12.3544    0.0899624      12.4408    0.0897576
      103.000      13.4878    0.0863317      12.3187    0.0896216
      104.000      13.5116    0.0861297      12.5760    0.0894072
      105.000      13.5706    0.0858822      12.4875    0.0892188
      106.000      13.2511    0.0872667      12.4848    0.0890197
      107.000      13.1641    0.0866494      12.5287    0.0886937
      108.000      13.1011    0.0878646      12.8887    0.0882556
      109.000      12.9774    0.0885943      12.9463    0.0878421
      110.000      12.7289    0.0888337      13.0328    0.0875591
      111.000      12.5099    0.0892622      13.2331    0.0874189
      112.000      12.5295    0.0893067      13.1068    0.0874165
      113.000      12.5129    0.0896598      13.0240    0.0875312
      114.000      12.1640    0.0908460      12.8882    0.0877294
      115.000      12.3755    0.0902718      12.8790    0.0879918
      116.000      12.7168    0.0894989      12.8959    0.0883059
      117.000      12.4370    0.0895261      12.6634    0.0886585
      118.000      12.6094    0.0891641      12.4469    0.0890099
      119.000      12.6167    0.0891394      12.5087    0.0892957
      120.000      12.8278    0.0883300      12.5121    0.0894772
      121.000      12.5393    0.0888684      12.4591    0.0895498
      122.000      12.9127    0.0879627      12.6241    0.0895314
      123.000      12.4413    0.0896365      12.5041    0.0894309
      124.000      13.0784    0.0870958      12.4327    0.0892606
      125.000      12.9207    0.0879425      12.6621    0.0890624
      126.000      12.3796    0.0901989      12.7625    0.0888862
      127.000      11.8530    0.0921237      12.9621    0.0887382
      128.000      11.0302    0.0940796      12.7621    0.0886156
      129.000      11.2067    0.0942997      12.9214    0.0886026
      130.000      11.2179    0.0945982      12.6813    0.0888089
      131.000      11.0497    0.0947640      12.4662    0.0892739
      132.000      11.1662    0.0946457      12.2651    0.0899507
      133.000      10.8700    0.0949281      12.2224    0.0907822
      134.000      11.0152    0.0948465      12.0585    0.0916789
      135.000      10.8602    0.0952074      11.7600    0.0924836
      136.000      11.6466    0.0930853      11.4879    0.0931173
      137.000      11.7101    0.0921170      11.2207    0.0936178
      138.000      11.9286    0.0909162      11.3950    0.0940297
      139.000      11.6441    0.0924392      11.2781    0.0943260
      140.000      11.7345    0.0927672      11.1356    0.0944032
      141.000      10.8692    0.0946534      11.4244    0.0942221
      142.000      10.9138    0.0959359      11.3428    0.0938740
      143.000      11.1368    0.0949154      11.4297    0.0935168
      144.000      11.0585    0.0950059      11.3125    0.0933194
      145.000      11.2426    0.0949456      11.4175    0.0933656
      146.000      11.9081    0.0912231      11.5941    0.0936050
      147.000      12.4009    0.0898223      11.4940    0.0939087
      148.000      13.4207    0.0868470      11.3373    0.0941707
      149.000      13.8947    0.0847683      11.3460    0.0942463
      150.000      13.6351    0.0856346      11.1821    0.0939624
      151.000      14.0538    0.0848999      11.5908    0.0932287
      152.000      13.6725    0.0854632      11.7160    0.0920930
      153.000      13.8347    0.0850930      12.2084    0.0907386
      154.000      14.1285    0.0844082      12.5707    0.0893917
      155.000      13.7462    0.0854248      12.7879    0.0882323
      156.000      13.6226    0.0854430      13.0456    0.0873321
      157.000      14.3598    0.0837400      13.2796    0.0866757
      158.000      14.9101    0.0818562      13.3855    0.0862314
      159.000      14.7358    0.0822357      13.4971    0.0859381
      160.000      15.2094    0.0809918      13.8179    0.0856773
      161.000      14.6166    0.0830360      13.8419    0.0853203
