# 1 1
      0.00000      11.8346    0.0916311
      1.00000      11.5171    0.0936466
      2.00000      11.6853    0.0926701
      3.00000      11.3192    0.0939709
      4.00000      10.9107    0.0955774
      5.00000      10.9479    0.0963704
      6.00000      10.3560    0.0974515
      7.00000      10.0256     0.100010
      8.00000      9.32688     0.103079
      9.00000      9.05533     0.105088
      10.0000      9.92991     0.100283
      11.0000      10.0773    0.0992539
      12.0000      9.17007     0.106298
      13.0000      8.20408     0.110395
      14.0000      7.95304     0.112638
      15.0000      7.89341     0.112803
      16.0000      7.12456     0.118062
      17.0000      7.39933     0.116967
      18.0000      7.78264     0.112441
      19.0000      8.59596     0.106939
      20.0000      8.67170     0.107497
      21.0000      8.79939     0.106332
      22.0000      9.12812     0.105206
      23.0000      9.63422     0.101256
      24.0000      10.1258    0.0995095
      25.0000      10.8106    0.0964401
      26.0000      10.4907    0.0973379
      27.0000      9.81701     0.100341
      28.0000      10.6162    0.0974127
      29.0000      10.0543    0.0996875
      30.0000      9.70010     0.101472
      31.0000      9.68858     0.101708
      32.0000      9.52794     0.101676
      33.0000      10.5637    0.0975818
      34.0000      9.78397     0.100777
      35.0000      9.69834     0.101275
      36.0000      9.98752     0.100783
      37.0000      10.2229    0.0990209
      38.0000      10.6349    0.0968980
      39.0000      10.3095    0.0979626
      40.0000      10.8063    0.0951126
      41.0000      10.8576    0.0961898
      42.0000      11.0283    0.0948915
      43.0000      11.3431    0.0944636
      44.0000      10.9497    0.0950889
      45.0000      11.6750    0.0927961
      46.0000      11.7398    0.0918948
      47.0000      12.0419    0.0910967
      48.0000      12.5050    0.0893909
      49.0000      12.1528    0.0901180
      50.0000      13.2853    0.0876756
      51.0000      13.2477    0.0868076
      52.0000      13.2737    0.0869808
      53.0000      13.4963    0.0860270
      54.0000      13.8486    0.0842024
      55.0000      14.0255    0.0843238
      56.0000      13.2712    0.0862851
      57.0000      12.4751    0.0891995
      58.0000      12.5323    0.0892506
      59.0000      12.8992    0.0885207
      60.0000      13.1741    0.0867656
      61.0000      13.4742    0.0859448
      62.0000      13.5065    0.0856387
      63.0000      13.1393    0.0873250
      64.0000      13.0864    0.0872569
      65.0000      12.4548    0.0895150
      66.0000      11.8028    0.0929012
      67.0000      11.2808    0.0932674
      68.0000      11.3354    0.0933298
      69.0000      11.5443    0.0926183
      70.0000      11.4608    0.0928539
      71.0000      11.4608    0.0938145
      72.0000      10.8992    0.0960987
      73.0000      10.5799    0.0971217
      74.0000      9.82603    0.0997068
      75.0000      10.0442    0.0990730
      76.0000      9.92676     0.100064
      77.0000      10.8805    0.0966226
      78.0000      10.6242    0.0971202
      79.0000      10.3367    0.0983389
      80.0000      10.8152    0.0959204
      81.0000      11.2386    0.0938642
      82.0000      10.9800    0.0950364
      83.0000      11.4681    0.0938408
      84.0000      11.5389    0.0931532
      85.0000      11.2253    0.0931785
      86.0000      11.8083    0.0928413
      87.0000      12.4067    0.0893181
      88.0000      12.2196    0.0910494
      89.0000      12.4784    0.0900115
      90.0000      12.3620    0.0892570
      91.0000      13.2934    0.0867932
      92.0000      12.8009    0.0877081
      93.0000      12.6074    0.0884435
      94.0000      12.2475    0.0903075
      95.0000      11.9577    0.0910858
      96.0000      12.0627    0.0914462
      97.0000      12.1484    0.0910205
      98.0000      12.8625    0.0889425
      99.0000      13.0945    0.0874881
      100.000      12.9432    0.0883140
      101.000      12.7515    0.0889059
      102.000      12.3544    0.0899624
      103.000      13.4878    0.0863317
      104.000      13.5116    0.0861297
      105.000      13.5706    0.0858822
      106.000      13.2511    0.0872667
      107.000      13.1641    0.0866494
      108.000      13.1011    0.0878646
      109.000      12.9774    0.0885943
      110.000      12.7289    0.0888337
      111.000      12.5099    0.0892622
      112.000      12.5295    0.0893067
      113.000      12.5129    0.0896598
      114.000      12.1640    0.0908460
      115.000      12.3755    0.0902718
      116.000      12.7168    0.0894989
      117.000      12.4370    0.0895261
      118.000      12.6094    0.0891641
      119.000      12.6167    0.0891394
      120.000      12.8278    0.0883300
      121.000      12.5393    0.0888684
      122.000      12.9127    0.0879627
      123.000      12.4413    0.0896365
      124.000      13.0784    0.0870958
      125.000      12.9207    0.0879425
      126.000      12.3796    0.0901989
      127.000      11.8530    0.0921237
      128.000      11.0302    0.0940796
      129.000      11.2067    0.0942997
      130.000      11.2179    0.0945982
      131.000      11.0497    0.0947640
      132.000      11.1662    0.0946457
      133.000      10.8700    0.0949281
      134.000      11.0152    0.0948465
      135.000      10.8602    0.0952074
      136.000      11.6466    0.0930853
      137.000      11.7101    0.0921170
      138.000      11.9286    0.0909162
      139.000      11.6441    0.0924392
      140.000      11.7345    0.0927672
      141.000      10.8692    0.0946534
      142.000      10.9138    0.0959359
      143.000      11.1368    0.0949154
      144.000      11.0585    0.0950059
      145.000      11.2426    0.0949456
      146.000      11.9081    0.0912231
      147.000      12.4009    0.0898223
      148.000      13.4207    0.0868470
      149.000      13.8947    0.0847683
      150.000      13.6351    0.0856346
      151.000      14.0538    0.0848999
      152.000      13.6725    0.0854632
      153.000      13.8347    0.0850930
      154.000      14.1285    0.0844082
      155.000      13.7462    0.0854248
      156.000      13.6226    0.0854430
      157.000      14.3598    0.0837400
      158.000      14.9101    0.0818562
      159.000      14.7358    0.0822357
      160.000      15.2094    0.0809918
      161.000      14.6166    0.0830360
      162.000      14.2887    0.0833350
      163.000      14.3504    0.0832084
      164.000      14.5970    0.0823221
      165.000      13.8544    0.0849232
      166.000      13.6646    0.0853847
      167.000      13.3887    0.0869071
      168.000      12.6146    0.0893435
      169.000      12.3948    0.0900204
      170.000      12.6322    0.0891276
      171.000      13.0699    0.0872879
      172.000      13.4310    0.0867458
      173.000      13.0559    0.0880499
      174.000      12.8411    0.0882440
      175.000      12.8093    0.0880553
      176.000      12.7878    0.0882697
      177.000      12.4221    0.0888481
      178.000      12.4004    0.0897559
      179.000      11.9363    0.0921017
      180.000      11.6354    0.0929836
      181.000      11.9204    0.0915473
      182.000      12.0654    0.0916632
      183.000      11.0418    0.0954513
      184.000      11.1620    0.0948989
      185.000      10.8438    0.0963477
      186.000      10.4444    0.0978891
      187.000      10.2987    0.0993244
      188.000      10.2610    0.0978249
      189.000      11.0505    0.0945137
      190.000      11.6235    0.0930578
      191.000      11.4565    0.0934014
      192.000      11.2891    0.0947141
